count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,137,28,47,exit,2021-10-01,2021-10-31,Q13b2,without_children,62
None,137,28,47,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,0
None,137,28,47,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,0
1 Condition,28,4,0,exit,2021-10-01,2021-10-31,Q13b2,without_children,23
1 Condition,28,4,0,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,1
1 Condition,28,4,0,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,0
2 Conditions,19,0,0,exit,2021-10-01,2021-10-31,Q13b2,without_children,19
2 Conditions,19,0,0,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,0
2 Conditions,19,0,0,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,0
3+ Conditions,15,0,0,exit,2021-10-01,2021-10-31,Q13b2,without_children,15
3+ Conditions,15,0,0,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,0
3+ Conditions,15,0,0,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,0
Condition Unknown,47,5,0,exit,2021-10-01,2021-10-31,Q13b2,without_children,42
Condition Unknown,47,5,0,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,0
Condition Unknown,47,5,0,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2021-10-01,2021-10-31,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,0
Data Not Collected,28,0,18,exit,2021-10-01,2021-10-31,Q13b2,without_children,9
Data Not Collected,28,0,18,exit,2021-10-01,2021-10-31,Q13b2,with_only_children,0
Data Not Collected,28,0,18,exit,2021-10-01,2021-10-31,Q13b2,unknown_household_type,1
