data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),13,0.05,data_quality,2021-10-01,2021-10-31,Q6c
Income and Sources (4.2) at Start,287,0.25,data_quality,2021-10-01,2021-10-31,Q6c
Income and Sources (4.2) at Annual Assessment,344,0.8,data_quality,2021-10-01,2021-10-31,Q6c
Income and Sources (4.2) at Exit,106,0.5,data_quality,2021-10-01,2021-10-31,Q6c
