"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",432,174,258
"""31 to 60 days""",132,10,122
"""61 to 90 days""",96,10,86
"""91 to 180 days""",206,2,204
"""181 to 365 days""",69,4,65
"""366 to 730 Days (1-2 Yrs)""",206,2,204
"""731 to 1,095 Days (2-3 Yrs)""",233,0,233
"""1,096 to 1,460 Days (3-4 Yrs)""",87,0,87
"""1,461 to 1,825 Days (5-5 Yrs)""",26,0,26
"""More than 1,825 Days (>5 Yrs)""",64,0,64
"""Data Not Collected""",0,0,0
"""Total""",1551,202,1349
