, "Total" , "Without Children" , "With Children and Adults" , "With Only Children" , "Unknown Household Type"
"""Non-Hispanic/Non-Latin(a)(o)(x)""",538,286,249,3,0
"""Hispanic/Latin(a)(o)(x)""",35,19,16,0,0
"""Client Doesn't Know/Client Refused""",0,0,0,0,0
"""Data Not Collected""",0,0,0,0,0
"""Total""",573,305,265,3,0
