data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),3,0.02,data_quality,2016-05-01,2016-05-31,Q6c
Income and Sources (4.2) at Start,48,0.13,data_quality,2016-05-01,2016-05-31,Q6c
Income and Sources (4.2) at Annual Assessment,76,0.7,data_quality,2016-05-01,2016-05-31,Q6c
Income and Sources (4.2) at Exit,8,0.1,data_quality,2016-05-01,2016-05-31,Q6c
