count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,90,29,37,exit,2016-05-01,2016-05-31,Q13b2,without_children,22
None,90,29,37,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,2
None,90,29,37,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
1 Condition,16,4,1,exit,2016-05-01,2016-05-31,Q13b2,without_children,11
1 Condition,16,4,1,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,0
1 Condition,16,4,1,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
2 Conditions,5,2,1,exit,2016-05-01,2016-05-31,Q13b2,without_children,2
2 Conditions,5,2,1,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,0
2 Conditions,5,2,1,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
3+ Conditions,7,0,0,exit,2016-05-01,2016-05-31,Q13b2,without_children,7
3+ Conditions,7,0,0,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,0
3+ Conditions,7,0,0,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
Condition Unknown,3,0,0,exit,2016-05-01,2016-05-31,Q13b2,without_children,3
Condition Unknown,3,0,0,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,0
Condition Unknown,3,0,0,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2016-05-01,2016-05-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,exit,2016-05-01,2016-05-31,Q13b2,without_children,0
Data Not Collected,0,0,0,exit,2016-05-01,2016-05-31,Q13b2,with_only_children,0
Data Not Collected,0,0,0,exit,2016-05-01,2016-05-31,Q13b2,unknown_household_type,0
