count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,140,24,43,exit,2018-12-01,2018-12-31,Q13b2,without_children,73
None,140,24,43,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
None,140,24,43,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
1 Condition,43,4,2,exit,2018-12-01,2018-12-31,Q13b2,without_children,37
1 Condition,43,4,2,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
1 Condition,43,4,2,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
2 Conditions,21,3,1,exit,2018-12-01,2018-12-31,Q13b2,without_children,17
2 Conditions,21,3,1,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
2 Conditions,21,3,1,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
3+ Conditions,10,0,1,exit,2018-12-01,2018-12-31,Q13b2,without_children,9
3+ Conditions,10,0,1,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
3+ Conditions,10,0,1,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
Condition Unknown,4,1,0,exit,2018-12-01,2018-12-31,Q13b2,without_children,3
Condition Unknown,4,1,0,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
Condition Unknown,4,1,0,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2018-12-01,2018-12-31,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
Data Not Collected,3,0,2,exit,2018-12-01,2018-12-31,Q13b2,without_children,1
Data Not Collected,3,0,2,exit,2018-12-01,2018-12-31,Q13b2,with_only_children,0
Data Not Collected,3,0,2,exit,2018-12-01,2018-12-31,Q13b2,unknown_household_type,0
