data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),54,0.18,data_quality,2019-11-01,2019-11-30,Q6c
Income and Sources (4.2) at Start,201,0.23,data_quality,2019-11-01,2019-11-30,Q6c
Income and Sources (4.2) at Annual Assessment,102,0.63,data_quality,2019-11-01,2019-11-30,Q6c
Income and Sources (4.2) at Exit,114,0.43,data_quality,2019-11-01,2019-11-30,Q6c
