count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,305,91,138,start,2016-07-01,2016-07-31,Q13a2,without_children,72
None,305,91,138,start,2016-07-01,2016-07-31,Q13a2,with_only_children,4
None,305,91,138,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,0
1 Condition,153,25,10,start,2016-07-01,2016-07-31,Q13a2,without_children,118
1 Condition,153,25,10,start,2016-07-01,2016-07-31,Q13a2,with_only_children,0
1 Condition,153,25,10,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,0
2 Conditions,68,4,10,start,2016-07-01,2016-07-31,Q13a2,without_children,53
2 Conditions,68,4,10,start,2016-07-01,2016-07-31,Q13a2,with_only_children,1
2 Conditions,68,4,10,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,0
3+ Conditions,33,3,0,start,2016-07-01,2016-07-31,Q13a2,without_children,30
3+ Conditions,33,3,0,start,2016-07-01,2016-07-31,Q13a2,with_only_children,0
3+ Conditions,33,3,0,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,0
Condition Unknown,10,2,4,start,2016-07-01,2016-07-31,Q13a2,without_children,4
Condition Unknown,10,2,4,start,2016-07-01,2016-07-31,Q13a2,with_only_children,0
Condition Unknown,10,2,4,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,1,start,2016-07-01,2016-07-31,Q13a2,without_children,0
Client Doesn't Know/Client Refused,1,0,1,start,2016-07-01,2016-07-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,1,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,0
Data Not Collected,7,1,1,start,2016-07-01,2016-07-31,Q13a2,without_children,2
Data Not Collected,7,1,1,start,2016-07-01,2016-07-31,Q13a2,with_only_children,0
Data Not Collected,7,1,1,start,2016-07-01,2016-07-31,Q13a2,unknown_household_type,3
