count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,273,70,130,start,2017-09-01,2017-09-30,Q13a2,without_children,65
None,273,70,130,start,2017-09-01,2017-09-30,Q13a2,with_only_children,8
None,273,70,130,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,0
1 Condition,160,25,22,start,2017-09-01,2017-09-30,Q13a2,without_children,113
1 Condition,160,25,22,start,2017-09-01,2017-09-30,Q13a2,with_only_children,0
1 Condition,160,25,22,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,0
2 Conditions,75,15,2,start,2017-09-01,2017-09-30,Q13a2,without_children,58
2 Conditions,75,15,2,start,2017-09-01,2017-09-30,Q13a2,with_only_children,0
2 Conditions,75,15,2,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,0
3+ Conditions,45,3,0,start,2017-09-01,2017-09-30,Q13a2,without_children,41
3+ Conditions,45,3,0,start,2017-09-01,2017-09-30,Q13a2,with_only_children,1
3+ Conditions,45,3,0,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,0
Condition Unknown,2,1,0,start,2017-09-01,2017-09-30,Q13a2,without_children,1
Condition Unknown,2,1,0,start,2017-09-01,2017-09-30,Q13a2,with_only_children,0
Condition Unknown,2,1,0,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,start,2017-09-01,2017-09-30,Q13a2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,start,2017-09-01,2017-09-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,0
Data Not Collected,24,2,4,start,2017-09-01,2017-09-30,Q13a2,without_children,14
Data Not Collected,24,2,4,start,2017-09-01,2017-09-30,Q13a2,with_only_children,1
Data Not Collected,24,2,4,start,2017-09-01,2017-09-30,Q13a2,unknown_household_type,3
