data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),53,0.14,data_quality,2020-01-01,2020-01-31,Q6c
Income and Sources (4.2) at Start,220,0.23,data_quality,2020-01-01,2020-01-31,Q6c
Income and Sources (4.2) at Annual Assessment,123,0.69,data_quality,2020-01-01,2020-01-31,Q6c
Income and Sources (4.2) at Exit,134,0.42,data_quality,2020-01-01,2020-01-31,Q6c
