"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",357,182,175
"""31 to 60 days""",104,28,76
"""61 to 90 days""",75,17,58
"""91 to 180 days""",113,17,96
"""181 to 365 days""",91,18,73
"""366 to 730 Days (1-2 Yrs)""",48,0,48
"""731 to 1,095 Days (2-3 Yrs)""",34,1,33
"""1,096 to 1,460 Days (3-4 Yrs)""",16,0,16
"""1,461 to 1,825 Days (5-5 Yrs)""",3,0,3
"""More than 1,825 Days (>5 Yrs)""",33,0,33
"""Data Not Collected""",0,0,0
"""Total""",874,263,611
