count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,92,17,21,exit,2020-12-01,2020-12-31,Q13b2,without_children,54
None,92,17,21,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
None,92,17,21,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
1 Condition,46,7,2,exit,2020-12-01,2020-12-31,Q13b2,without_children,37
1 Condition,46,7,2,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
1 Condition,46,7,2,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
2 Conditions,29,0,2,exit,2020-12-01,2020-12-31,Q13b2,without_children,27
2 Conditions,29,0,2,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
2 Conditions,29,0,2,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
3+ Conditions,15,0,0,exit,2020-12-01,2020-12-31,Q13b2,without_children,15
3+ Conditions,15,0,0,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
3+ Conditions,15,0,0,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
Condition Unknown,36,0,1,exit,2020-12-01,2020-12-31,Q13b2,without_children,35
Condition Unknown,36,0,1,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
Condition Unknown,36,0,1,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2020-12-01,2020-12-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,exit,2020-12-01,2020-12-31,Q13b2,without_children,0
Data Not Collected,0,0,0,exit,2020-12-01,2020-12-31,Q13b2,with_only_children,0
Data Not Collected,0,0,0,exit,2020-12-01,2020-12-31,Q13b2,unknown_household_type,0
