"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",137,27,110
"""31 to 60 days""",84,20,64
"""61 to 90 days""",38,10,28
"""91 to 180 days""",45,4,41
"""181 to 365 days""",55,4,51
"""366 to 730 Days (1-2 Yrs)""",44,1,43
"""731 to 1,095 Days (2-3 Yrs)""",14,0,14
"""1,096 to 1,460 Days (3-4 Yrs)""",7,0,7
"""1,461 to 1,825 Days (5-5 Yrs)""",13,0,13
"""More than 1,825 Days (>5 Yrs)""",66,1,65
"""Data Not Collected""",0,0,0
"""Total""",503,67,436
