count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,491,99,182,start,2019-06-01,2019-06-30,Q13a2,without_children,195
None,491,99,182,start,2019-06-01,2019-06-30,Q13a2,with_only_children,12
None,491,99,182,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,3
1 Condition,188,29,8,start,2019-06-01,2019-06-30,Q13a2,without_children,151
1 Condition,188,29,8,start,2019-06-01,2019-06-30,Q13a2,with_only_children,0
1 Condition,188,29,8,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,0
2 Conditions,96,9,3,start,2019-06-01,2019-06-30,Q13a2,without_children,84
2 Conditions,96,9,3,start,2019-06-01,2019-06-30,Q13a2,with_only_children,0
2 Conditions,96,9,3,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,0
3+ Conditions,62,1,0,start,2019-06-01,2019-06-30,Q13a2,without_children,61
3+ Conditions,62,1,0,start,2019-06-01,2019-06-30,Q13a2,with_only_children,0
3+ Conditions,62,1,0,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,0
Condition Unknown,69,2,1,start,2019-06-01,2019-06-30,Q13a2,without_children,66
Condition Unknown,69,2,1,start,2019-06-01,2019-06-30,Q13a2,with_only_children,0
Condition Unknown,69,2,1,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2019-06-01,2019-06-30,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2019-06-01,2019-06-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,0
Data Not Collected,19,1,4,start,2019-06-01,2019-06-30,Q13a2,without_children,11
Data Not Collected,19,1,4,start,2019-06-01,2019-06-30,Q13a2,with_only_children,2
Data Not Collected,19,1,4,start,2019-06-01,2019-06-30,Q13a2,unknown_household_type,1
