data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),2,0.01,data_quality,2019-05-01,2019-05-31,Q6c
Income and Sources (4.2) at Start,170,0.24,data_quality,2019-05-01,2019-05-31,Q6c
Income and Sources (4.2) at Annual Assessment,73,0.56,data_quality,2019-05-01,2019-05-31,Q6c
Income and Sources (4.2) at Exit,115,0.47,data_quality,2019-05-01,2019-05-31,Q6c
