count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,90,21,38,exit,2018-11-01,2018-11-30,Q13b2,without_children,30
None,90,21,38,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,1
None,90,21,38,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
1 Condition,20,3,2,exit,2018-11-01,2018-11-30,Q13b2,without_children,15
1 Condition,20,3,2,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,0
1 Condition,20,3,2,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
2 Conditions,13,2,0,exit,2018-11-01,2018-11-30,Q13b2,without_children,11
2 Conditions,13,2,0,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,0
2 Conditions,13,2,0,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
3+ Conditions,2,1,0,exit,2018-11-01,2018-11-30,Q13b2,without_children,1
3+ Conditions,2,1,0,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,0
3+ Conditions,2,1,0,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
Condition Unknown,0,0,0,exit,2018-11-01,2018-11-30,Q13b2,without_children,0
Condition Unknown,0,0,0,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,0
Condition Unknown,0,0,0,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2018-11-01,2018-11-30,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,exit,2018-11-01,2018-11-30,Q13b2,without_children,0
Data Not Collected,0,0,0,exit,2018-11-01,2018-11-30,Q13b2,with_only_children,0
Data Not Collected,0,0,0,exit,2018-11-01,2018-11-30,Q13b2,unknown_household_type,0
