data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),2,0.02,data_quality,2018-04-01,2018-04-30,Q6c
Income and Sources (4.2) at Start,44,0.11,data_quality,2018-04-01,2018-04-30,Q6c
Income and Sources (4.2) at Annual Assessment,77,0.68,data_quality,2018-04-01,2018-04-30,Q6c
Income and Sources (4.2) at Exit,7,0.08,data_quality,2018-04-01,2018-04-30,Q6c
