count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,116,37,54,exit,2015-09-01,2015-09-30,Q13b2,without_children,23
None,116,37,54,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,2
None,116,37,54,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
1 Condition,19,6,6,exit,2015-09-01,2015-09-30,Q13b2,without_children,7
1 Condition,19,6,6,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,0
1 Condition,19,6,6,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
2 Conditions,13,2,2,exit,2015-09-01,2015-09-30,Q13b2,without_children,9
2 Conditions,13,2,2,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,0
2 Conditions,13,2,2,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
3+ Conditions,1,1,0,exit,2015-09-01,2015-09-30,Q13b2,without_children,0
3+ Conditions,1,1,0,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,0
3+ Conditions,1,1,0,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
Condition Unknown,2,1,0,exit,2015-09-01,2015-09-30,Q13b2,without_children,1
Condition Unknown,2,1,0,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,0
Condition Unknown,2,1,0,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2015-09-01,2015-09-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
Data Not Collected,1,0,1,exit,2015-09-01,2015-09-30,Q13b2,without_children,0
Data Not Collected,1,0,1,exit,2015-09-01,2015-09-30,Q13b2,with_only_children,0
Data Not Collected,1,0,1,exit,2015-09-01,2015-09-30,Q13b2,unknown_household_type,0
