count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,190,24,36,exit,2019-04-01,2019-04-30,Q13b2,without_children,130
None,190,24,36,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
None,190,24,36,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
1 Condition,57,8,2,exit,2019-04-01,2019-04-30,Q13b2,without_children,47
1 Condition,57,8,2,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
1 Condition,57,8,2,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
2 Conditions,17,1,1,exit,2019-04-01,2019-04-30,Q13b2,without_children,15
2 Conditions,17,1,1,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
2 Conditions,17,1,1,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
3+ Conditions,18,1,0,exit,2019-04-01,2019-04-30,Q13b2,without_children,17
3+ Conditions,18,1,0,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
3+ Conditions,18,1,0,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
Condition Unknown,53,0,0,exit,2019-04-01,2019-04-30,Q13b2,without_children,53
Condition Unknown,53,0,0,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
Condition Unknown,53,0,0,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2019-04-01,2019-04-30,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
Data Not Collected,5,0,3,exit,2019-04-01,2019-04-30,Q13b2,without_children,2
Data Not Collected,5,0,3,exit,2019-04-01,2019-04-30,Q13b2,with_only_children,0
Data Not Collected,5,0,3,exit,2019-04-01,2019-04-30,Q13b2,unknown_household_type,0
