count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,274,59,121,start,2018-02-01,2018-02-28,Q13a2,without_children,84
None,274,59,121,start,2018-02-01,2018-02-28,Q13a2,with_only_children,10
None,274,59,121,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,0
1 Condition,180,22,12,start,2018-02-01,2018-02-28,Q13a2,without_children,146
1 Condition,180,22,12,start,2018-02-01,2018-02-28,Q13a2,with_only_children,0
1 Condition,180,22,12,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,0
2 Conditions,73,8,2,start,2018-02-01,2018-02-28,Q13a2,without_children,62
2 Conditions,73,8,2,start,2018-02-01,2018-02-28,Q13a2,with_only_children,1
2 Conditions,73,8,2,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,0
3+ Conditions,44,5,0,start,2018-02-01,2018-02-28,Q13a2,without_children,38
3+ Conditions,44,5,0,start,2018-02-01,2018-02-28,Q13a2,with_only_children,1
3+ Conditions,44,5,0,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,0
Condition Unknown,2,0,0,start,2018-02-01,2018-02-28,Q13a2,without_children,2
Condition Unknown,2,0,0,start,2018-02-01,2018-02-28,Q13a2,with_only_children,0
Condition Unknown,2,0,0,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-02-01,2018-02-28,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-02-01,2018-02-28,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,0
Data Not Collected,14,2,2,start,2018-02-01,2018-02-28,Q13a2,without_children,6
Data Not Collected,14,2,2,start,2018-02-01,2018-02-28,Q13a2,with_only_children,1
Data Not Collected,14,2,2,start,2018-02-01,2018-02-28,Q13a2,unknown_household_type,3
