data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),4,0.04,data_quality,2018-02-01,2018-02-28,Q6c
Income and Sources (4.2) at Start,55,0.13,data_quality,2018-02-01,2018-02-28,Q6c
Income and Sources (4.2) at Annual Assessment,72,0.64,data_quality,2018-02-01,2018-02-28,Q6c
Income and Sources (4.2) at Exit,12,0.14,data_quality,2018-02-01,2018-02-28,Q6c
