data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),52,0.33,data_quality,2016-03-01,2016-03-31,Q6c
Income and Sources (4.2) at Start,57,0.13,data_quality,2016-03-01,2016-03-31,Q6c
Income and Sources (4.2) at Annual Assessment,76,0.72,data_quality,2016-03-01,2016-03-31,Q6c
Income and Sources (4.2) at Exit,7,0.06,data_quality,2016-03-01,2016-03-31,Q6c
