"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",381,224,157
"""31 to 60 days""",110,31,79
"""61 to 90 days""",62,19,43
"""91 to 180 days""",117,16,101
"""181 to 365 days""",110,8,102
"""366 to 730 Days (1-2 Yrs)""",71,1,70
"""731 to 1,095 Days (2-3 Yrs)""",27,0,27
"""1,096 to 1,460 Days (3-4 Yrs)""",20,0,20
"""1,461 to 1,825 Days (5-5 Yrs)""",6,0,6
"""More than 1,825 Days (>5 Yrs)""",34,0,34
"""Data Not Collected""",0,0,0
"""Total""",938,299,639
