data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),36,0.21,data_quality,2015-12-01,2015-12-31,Q6c
Income and Sources (4.2) at Start,55,0.12,data_quality,2015-12-01,2015-12-31,Q6c
Income and Sources (4.2) at Annual Assessment,67,0.69,data_quality,2015-12-01,2015-12-31,Q6c
Income and Sources (4.2) at Exit,7,0.06,data_quality,2015-12-01,2015-12-31,Q6c
