data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),7,0.04,data_quality,2017-03-01,2017-03-31,Q6c
Income and Sources (4.2) at Start,53,0.12,data_quality,2017-03-01,2017-03-31,Q6c
Income and Sources (4.2) at Annual Assessment,94,0.75,data_quality,2017-03-01,2017-03-31,Q6c
Income and Sources (4.2) at Exit,12,0.1,data_quality,2017-03-01,2017-03-31,Q6c
