count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,303,65,111,start,2015-03-01,2015-03-31,Q13a2,without_children,125
None,303,65,111,start,2015-03-01,2015-03-31,Q13a2,with_only_children,2
None,303,65,111,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,0
1 Condition,144,23,9,start,2015-03-01,2015-03-31,Q13a2,without_children,112
1 Condition,144,23,9,start,2015-03-01,2015-03-31,Q13a2,with_only_children,0
1 Condition,144,23,9,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,0
2 Conditions,71,6,4,start,2015-03-01,2015-03-31,Q13a2,without_children,61
2 Conditions,71,6,4,start,2015-03-01,2015-03-31,Q13a2,with_only_children,0
2 Conditions,71,6,4,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,0
3+ Conditions,32,2,1,start,2015-03-01,2015-03-31,Q13a2,without_children,29
3+ Conditions,32,2,1,start,2015-03-01,2015-03-31,Q13a2,with_only_children,0
3+ Conditions,32,2,1,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,0
Condition Unknown,11,2,2,start,2015-03-01,2015-03-31,Q13a2,without_children,7
Condition Unknown,11,2,2,start,2015-03-01,2015-03-31,Q13a2,with_only_children,0
Condition Unknown,11,2,2,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,1,start,2015-03-01,2015-03-31,Q13a2,without_children,0
Client Doesn't Know/Client Refused,1,0,1,start,2015-03-01,2015-03-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,1,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,0
Data Not Collected,10,0,1,start,2015-03-01,2015-03-31,Q13a2,without_children,7
Data Not Collected,10,0,1,start,2015-03-01,2015-03-31,Q13a2,with_only_children,0
Data Not Collected,10,0,1,start,2015-03-01,2015-03-31,Q13a2,unknown_household_type,2
