"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",479,274,205
"""31 to 60 days""",96,21,75
"""61 to 90 days""",109,10,99
"""91 to 180 days""",257,8,249
"""181 to 365 days""",392,4,388
"""366 to 730 Days (1-2 Yrs)""",160,4,156
"""731 to 1,095 Days (2-3 Yrs)""",240,3,237
"""1,096 to 1,460 Days (3-4 Yrs)""",142,0,142
"""1,461 to 1,825 Days (5-5 Yrs)""",45,0,45
"""More than 1,825 Days (>5 Yrs)""",69,0,69
"""Data Not Collected""",0,0,0
"""Total""",1989,324,1665
