"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",199,92,107
"""31 to 60 days""",66,15,51
"""61 to 90 days""",47,18,29
"""91 to 180 days""",61,24,37
"""181 to 365 days""",56,11,45
"""366 to 730 Days (1-2 Yrs)""",42,2,40
"""731 to 1,095 Days (2-3 Yrs)""",11,0,11
"""1,096 to 1,460 Days (3-4 Yrs)""",8,0,8
"""1,461 to 1,825 Days (5-5 Yrs)""",11,0,11
"""More than 1,825 Days (>5 Yrs)""",65,1,64
"""Data Not Collected""",0,0,0
"""Total""",566,163,403
