data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),34,0.19,data_quality,2015-04-01,2015-04-30,Q6c
Income and Sources (4.2) at Start,65,0.15,data_quality,2015-04-01,2015-04-30,Q6c
Income and Sources (4.2) at Annual Assessment,82,0.85,data_quality,2015-04-01,2015-04-30,Q6c
Income and Sources (4.2) at Exit,26,0.18,data_quality,2015-04-01,2015-04-30,Q6c
