, "Total" , "Without Children" , "With Children and Adults" , "With Only Children" , "Unknown Household Type"
"""January""",851,722,126,0,3
"""April""",0,0,0,0,0
"""July""",0,0,0,0,0
"""October""",0,0,0,0,0
