count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,105,13,35,exit,2021-02-01,2021-02-28,Q13b2,without_children,57
None,105,13,35,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
None,105,13,35,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
1 Condition,39,5,3,exit,2021-02-01,2021-02-28,Q13b2,without_children,31
1 Condition,39,5,3,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
1 Condition,39,5,3,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
2 Conditions,23,0,0,exit,2021-02-01,2021-02-28,Q13b2,without_children,23
2 Conditions,23,0,0,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
2 Conditions,23,0,0,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
3+ Conditions,18,1,0,exit,2021-02-01,2021-02-28,Q13b2,without_children,17
3+ Conditions,18,1,0,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
3+ Conditions,18,1,0,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
Condition Unknown,26,3,1,exit,2021-02-01,2021-02-28,Q13b2,without_children,22
Condition Unknown,26,3,1,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
Condition Unknown,26,3,1,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2021-02-01,2021-02-28,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,exit,2021-02-01,2021-02-28,Q13b2,without_children,0
Data Not Collected,0,0,0,exit,2021-02-01,2021-02-28,Q13b2,with_only_children,0
Data Not Collected,0,0,0,exit,2021-02-01,2021-02-28,Q13b2,unknown_household_type,0
