data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),37,0.18,data_quality,2021-02-01,2021-02-28,Q6c
Income and Sources (4.2) at Start,170,0.18,data_quality,2021-02-01,2021-02-28,Q6c
Income and Sources (4.2) at Annual Assessment,262,0.82,data_quality,2021-02-01,2021-02-28,Q6c
Income and Sources (4.2) at Exit,60,0.34,data_quality,2021-02-01,2021-02-28,Q6c
