"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",149,63,86
"""31 to 60 days""",93,20,73
"""61 to 90 days""",62,17,45
"""91 to 180 days""",84,43,41
"""181 to 365 days""",38,7,31
"""366 to 730 Days (1-2 Yrs)""",49,0,49
"""731 to 1,095 Days (2-3 Yrs)""",23,7,16
"""1,096 to 1,460 Days (3-4 Yrs)""",4,2,2
"""1,461 to 1,825 Days (5-5 Yrs)""",14,5,9
"""More than 1,825 Days (>5 Yrs)""",64,15,49
"""Data Not Collected""",0,0,0
"""Total""",580,179,401
