data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),7,0.03,data_quality,2016-09-01,2016-09-30,Q6c
Income and Sources (4.2) at Start,64,0.13,data_quality,2016-09-01,2016-09-30,Q6c
Income and Sources (4.2) at Annual Assessment,83,0.76,data_quality,2016-09-01,2016-09-30,Q6c
Income and Sources (4.2) at Exit,9,0.07,data_quality,2016-09-01,2016-09-30,Q6c
