count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,875,205,256,start,2022-03-01,2022-03-31,Q13a2,without_children,382
None,875,205,256,start,2022-03-01,2022-03-31,Q13a2,with_only_children,20
None,875,205,256,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,12
1 Condition,372,35,17,start,2022-03-01,2022-03-31,Q13a2,without_children,318
1 Condition,372,35,17,start,2022-03-01,2022-03-31,Q13a2,with_only_children,0
1 Condition,372,35,17,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,2
2 Conditions,163,6,2,start,2022-03-01,2022-03-31,Q13a2,without_children,155
2 Conditions,163,6,2,start,2022-03-01,2022-03-31,Q13a2,with_only_children,0
2 Conditions,163,6,2,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,0
3+ Conditions,130,1,0,start,2022-03-01,2022-03-31,Q13a2,without_children,129
3+ Conditions,130,1,0,start,2022-03-01,2022-03-31,Q13a2,with_only_children,0
3+ Conditions,130,1,0,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,0
Condition Unknown,119,12,6,start,2022-03-01,2022-03-31,Q13a2,without_children,100
Condition Unknown,119,12,6,start,2022-03-01,2022-03-31,Q13a2,with_only_children,1
Condition Unknown,119,12,6,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,5,0,0,start,2022-03-01,2022-03-31,Q13a2,without_children,5
Client Doesn't Know/Client Refused,5,0,0,start,2022-03-01,2022-03-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,5,0,0,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,0
Data Not Collected,191,24,106,start,2022-03-01,2022-03-31,Q13a2,without_children,36
Data Not Collected,191,24,106,start,2022-03-01,2022-03-31,Q13a2,with_only_children,13
Data Not Collected,191,24,106,start,2022-03-01,2022-03-31,Q13a2,unknown_household_type,12
