count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,480,95,186,start,2019-01-01,2019-01-31,Q13a2,without_children,187
None,480,95,186,start,2019-01-01,2019-01-31,Q13a2,with_only_children,12
None,480,95,186,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,0
1 Condition,216,33,11,start,2019-01-01,2019-01-31,Q13a2,without_children,172
1 Condition,216,33,11,start,2019-01-01,2019-01-31,Q13a2,with_only_children,0
1 Condition,216,33,11,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,0
2 Conditions,86,5,4,start,2019-01-01,2019-01-31,Q13a2,without_children,77
2 Conditions,86,5,4,start,2019-01-01,2019-01-31,Q13a2,with_only_children,0
2 Conditions,86,5,4,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,0
3+ Conditions,56,1,1,start,2019-01-01,2019-01-31,Q13a2,without_children,54
3+ Conditions,56,1,1,start,2019-01-01,2019-01-31,Q13a2,with_only_children,0
3+ Conditions,56,1,1,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,0
Condition Unknown,17,1,2,start,2019-01-01,2019-01-31,Q13a2,without_children,14
Condition Unknown,17,1,2,start,2019-01-01,2019-01-31,Q13a2,with_only_children,0
Condition Unknown,17,1,2,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,4,0,0,start,2019-01-01,2019-01-31,Q13a2,without_children,4
Client Doesn't Know/Client Refused,4,0,0,start,2019-01-01,2019-01-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,4,0,0,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,0
Data Not Collected,15,1,7,start,2019-01-01,2019-01-31,Q13a2,without_children,5
Data Not Collected,15,1,7,start,2019-01-01,2019-01-31,Q13a2,with_only_children,1
Data Not Collected,15,1,7,start,2019-01-01,2019-01-31,Q13a2,unknown_household_type,1
