COCNUM,COCNAME,population,age_0_4,age_5_12,age_13_17,age_18_24,age_25_34,age_35_44,age_45_54,age_55_61,age_62_up,white,black,asian,american_indian,native_hawaiian,multiple_races,hispanic,not_hispanic,veteran,non_veteran
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",372351,382251,33027,25133,43768,45247,43013,48081,36189,5976604,328014,16027,5606,512,117,16863,35936,336415,23213,269764
