, "Total" , "Without Children" , "With Children and Adults" , "With Only Children" , "Unknown Household Type"
"""January""",0,0,0,0,0
"""April""",352,289,62,0,1
"""July""",0,0,0,0,0
"""October""",0,0,0,0,0
