count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,83,12,30,exit,2020-10-01,2020-10-31,Q13b2,without_children,41
None,83,12,30,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
None,83,12,30,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
1 Condition,41,6,3,exit,2020-10-01,2020-10-31,Q13b2,without_children,32
1 Condition,41,6,3,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
1 Condition,41,6,3,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
2 Conditions,22,2,0,exit,2020-10-01,2020-10-31,Q13b2,without_children,20
2 Conditions,22,2,0,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
2 Conditions,22,2,0,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
3+ Conditions,18,1,0,exit,2020-10-01,2020-10-31,Q13b2,without_children,17
3+ Conditions,18,1,0,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
3+ Conditions,18,1,0,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
Condition Unknown,56,1,1,exit,2020-10-01,2020-10-31,Q13b2,without_children,54
Condition Unknown,56,1,1,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
Condition Unknown,56,1,1,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2020-10-01,2020-10-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
Data Not Collected,4,0,1,exit,2020-10-01,2020-10-31,Q13b2,without_children,3
Data Not Collected,4,0,1,exit,2020-10-01,2020-10-31,Q13b2,with_only_children,0
Data Not Collected,4,0,1,exit,2020-10-01,2020-10-31,Q13b2,unknown_household_type,0
