data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),19,0.08,data_quality,2020-10-01,2020-10-31,Q6c
Income and Sources (4.2) at Start,193,0.22,data_quality,2020-10-01,2020-10-31,Q6c
Income and Sources (4.2) at Annual Assessment,237,0.8,data_quality,2020-10-01,2020-10-31,Q6c
Income and Sources (4.2) at Exit,92,0.49,data_quality,2020-10-01,2020-10-31,Q6c
