count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,112,22,27,exit,2022-01-01,2022-01-31,Q13b2,without_children,63
None,112,22,27,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,0
None,112,22,27,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,0
1 Condition,40,2,1,exit,2022-01-01,2022-01-31,Q13b2,without_children,37
1 Condition,40,2,1,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,0
1 Condition,40,2,1,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,0
2 Conditions,25,1,0,exit,2022-01-01,2022-01-31,Q13b2,without_children,24
2 Conditions,25,1,0,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,0
2 Conditions,25,1,0,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,0
3+ Conditions,9,1,0,exit,2022-01-01,2022-01-31,Q13b2,without_children,8
3+ Conditions,9,1,0,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,0
3+ Conditions,9,1,0,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,0
Condition Unknown,21,2,0,exit,2022-01-01,2022-01-31,Q13b2,without_children,19
Condition Unknown,21,2,0,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,0
Condition Unknown,21,2,0,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,5,0,0,exit,2022-01-01,2022-01-31,Q13b2,without_children,3
Client Doesn't Know/Client Refused,5,0,0,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,5,0,0,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,2
Data Not Collected,9,0,6,exit,2022-01-01,2022-01-31,Q13b2,without_children,1
Data Not Collected,9,0,6,exit,2022-01-01,2022-01-31,Q13b2,with_only_children,2
Data Not Collected,9,0,6,exit,2022-01-01,2022-01-31,Q13b2,unknown_household_type,0
