count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,801,176,241,start,2022-01-01,2022-01-31,Q13a2,without_children,355
None,801,176,241,start,2022-01-01,2022-01-31,Q13a2,with_only_children,19
None,801,176,241,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,10
1 Condition,361,31,12,start,2022-01-01,2022-01-31,Q13a2,without_children,317
1 Condition,361,31,12,start,2022-01-01,2022-01-31,Q13a2,with_only_children,0
1 Condition,361,31,12,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,1
2 Conditions,157,6,1,start,2022-01-01,2022-01-31,Q13a2,without_children,150
2 Conditions,157,6,1,start,2022-01-01,2022-01-31,Q13a2,with_only_children,0
2 Conditions,157,6,1,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,0
3+ Conditions,121,2,0,start,2022-01-01,2022-01-31,Q13a2,without_children,119
3+ Conditions,121,2,0,start,2022-01-01,2022-01-31,Q13a2,with_only_children,0
3+ Conditions,121,2,0,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,0
Condition Unknown,85,4,5,start,2022-01-01,2022-01-31,Q13a2,without_children,75
Condition Unknown,85,4,5,start,2022-01-01,2022-01-31,Q13a2,with_only_children,1
Condition Unknown,85,4,5,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,8,0,0,start,2022-01-01,2022-01-31,Q13a2,without_children,6
Client Doesn't Know/Client Refused,8,0,0,start,2022-01-01,2022-01-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,8,0,0,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,2
Data Not Collected,122,20,57,start,2022-01-01,2022-01-31,Q13a2,without_children,27
Data Not Collected,122,20,57,start,2022-01-01,2022-01-31,Q13a2,with_only_children,12
Data Not Collected,122,20,57,start,2022-01-01,2022-01-31,Q13a2,unknown_household_type,6
