data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),13,0.07,data_quality,2017-02-01,2017-02-28,Q6c
Income and Sources (4.2) at Start,56,0.12,data_quality,2017-02-01,2017-02-28,Q6c
Income and Sources (4.2) at Annual Assessment,95,0.76,data_quality,2017-02-01,2017-02-28,Q6c
Income and Sources (4.2) at Exit,19,0.16,data_quality,2017-02-01,2017-02-28,Q6c
