count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,129,34,63,exit,2017-02-01,2017-02-28,Q13b2,without_children,32
None,129,34,63,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
None,129,34,63,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
1 Condition,26,5,3,exit,2017-02-01,2017-02-28,Q13b2,without_children,18
1 Condition,26,5,3,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
1 Condition,26,5,3,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
2 Conditions,15,2,0,exit,2017-02-01,2017-02-28,Q13b2,without_children,13
2 Conditions,15,2,0,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
2 Conditions,15,2,0,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
3+ Conditions,5,1,0,exit,2017-02-01,2017-02-28,Q13b2,without_children,4
3+ Conditions,5,1,0,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
3+ Conditions,5,1,0,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
Condition Unknown,2,1,0,exit,2017-02-01,2017-02-28,Q13b2,without_children,1
Condition Unknown,2,1,0,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
Condition Unknown,2,1,0,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,3,0,0,exit,2017-02-01,2017-02-28,Q13b2,without_children,3
Client Doesn't Know/Client Refused,3,0,0,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,3,0,0,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
Data Not Collected,5,0,3,exit,2017-02-01,2017-02-28,Q13b2,without_children,2
Data Not Collected,5,0,3,exit,2017-02-01,2017-02-28,Q13b2,with_only_children,0
Data Not Collected,5,0,3,exit,2017-02-01,2017-02-28,Q13b2,unknown_household_type,0
