count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,156,16,25,exit,2019-03-01,2019-03-31,Q13b2,without_children,114
None,156,16,25,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,1
None,156,16,25,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
1 Condition,57,5,2,exit,2019-03-01,2019-03-31,Q13b2,without_children,50
1 Condition,57,5,2,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,0
1 Condition,57,5,2,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
2 Conditions,24,2,2,exit,2019-03-01,2019-03-31,Q13b2,without_children,20
2 Conditions,24,2,2,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,0
2 Conditions,24,2,2,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
3+ Conditions,10,1,0,exit,2019-03-01,2019-03-31,Q13b2,without_children,9
3+ Conditions,10,1,0,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,0
3+ Conditions,10,1,0,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
Condition Unknown,44,0,1,exit,2019-03-01,2019-03-31,Q13b2,without_children,43
Condition Unknown,44,0,1,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,0
Condition Unknown,44,0,1,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2019-03-01,2019-03-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,exit,2019-03-01,2019-03-31,Q13b2,without_children,0
Data Not Collected,0,0,0,exit,2019-03-01,2019-03-31,Q13b2,with_only_children,0
Data Not Collected,0,0,0,exit,2019-03-01,2019-03-31,Q13b2,unknown_household_type,0
