"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",204,97,107
"""31 to 60 days""",81,24,57
"""61 to 90 days""",30,7,23
"""91 to 180 days""",73,18,55
"""181 to 365 days""",53,5,48
"""366 to 730 Days (1-2 Yrs)""",18,0,18
"""731 to 1,095 Days (2-3 Yrs)""",14,0,14
"""1,096 to 1,460 Days (3-4 Yrs)""",14,0,14
"""1,461 to 1,825 Days (5-5 Yrs)""",9,0,9
"""More than 1,825 Days (>5 Yrs)""",51,0,51
"""Data Not Collected""",0,0,0
"""Total""",547,151,396
