data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),6,0.04,data_quality,2017-12-01,2017-12-31,Q6c
Income and Sources (4.2) at Start,54,0.13,data_quality,2017-12-01,2017-12-31,Q6c
Income and Sources (4.2) at Annual Assessment,69,0.64,data_quality,2017-12-01,2017-12-31,Q6c
Income and Sources (4.2) at Exit,12,0.1,data_quality,2017-12-01,2017-12-31,Q6c
