count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,105,33,54,exit,2017-08-01,2017-08-31,Q13b2,without_children,18
None,105,33,54,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,0
None,105,33,54,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
1 Condition,35,12,10,exit,2017-08-01,2017-08-31,Q13b2,without_children,13
1 Condition,35,12,10,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,0
1 Condition,35,12,10,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
2 Conditions,12,3,1,exit,2017-08-01,2017-08-31,Q13b2,without_children,8
2 Conditions,12,3,1,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,0
2 Conditions,12,3,1,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
3+ Conditions,5,0,0,exit,2017-08-01,2017-08-31,Q13b2,without_children,5
3+ Conditions,5,0,0,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,0
3+ Conditions,5,0,0,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
Condition Unknown,2,1,1,exit,2017-08-01,2017-08-31,Q13b2,without_children,0
Condition Unknown,2,1,1,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,0
Condition Unknown,2,1,1,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2017-08-01,2017-08-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
Data Not Collected,11,2,1,exit,2017-08-01,2017-08-31,Q13b2,without_children,7
Data Not Collected,11,2,1,exit,2017-08-01,2017-08-31,Q13b2,with_only_children,1
Data Not Collected,11,2,1,exit,2017-08-01,2017-08-31,Q13b2,unknown_household_type,0
