"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",140,32,108
"""31 to 60 days""",78,12,66
"""61 to 90 days""",61,1,60
"""91 to 180 days""",61,25,36
"""181 to 365 days""",58,5,53
"""366 to 730 Days (1-2 Yrs)""",18,1,17
"""731 to 1,095 Days (2-3 Yrs)""",15,0,15
"""1,096 to 1,460 Days (3-4 Yrs)""",13,0,13
"""1,461 to 1,825 Days (5-5 Yrs)""",12,0,12
"""More than 1,825 Days (>5 Yrs)""",51,0,51
"""Data Not Collected""",0,0,0
"""Total""",507,76,431
