count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,107,6,16,exit,2020-06-01,2020-06-30,Q13b2,without_children,85
None,107,6,16,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
None,107,6,16,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
1 Condition,57,3,3,exit,2020-06-01,2020-06-30,Q13b2,without_children,51
1 Condition,57,3,3,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
1 Condition,57,3,3,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
2 Conditions,33,2,1,exit,2020-06-01,2020-06-30,Q13b2,without_children,30
2 Conditions,33,2,1,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
2 Conditions,33,2,1,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
3+ Conditions,25,0,0,exit,2020-06-01,2020-06-30,Q13b2,without_children,25
3+ Conditions,25,0,0,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
3+ Conditions,25,0,0,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
Condition Unknown,44,0,0,exit,2020-06-01,2020-06-30,Q13b2,without_children,44
Condition Unknown,44,0,0,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
Condition Unknown,44,0,0,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2020-06-01,2020-06-30,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
Data Not Collected,1,0,0,exit,2020-06-01,2020-06-30,Q13b2,without_children,1
Data Not Collected,1,0,0,exit,2020-06-01,2020-06-30,Q13b2,with_only_children,0
Data Not Collected,1,0,0,exit,2020-06-01,2020-06-30,Q13b2,unknown_household_type,0
