data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),45,0.16,data_quality,2020-03-01,2020-03-31,Q6c
Income and Sources (4.2) at Start,182,0.21,data_quality,2020-03-01,2020-03-31,Q6c
Income and Sources (4.2) at Annual Assessment,151,0.74,data_quality,2020-03-01,2020-03-31,Q6c
Income and Sources (4.2) at Exit,92,0.38,data_quality,2020-03-01,2020-03-31,Q6c
