, "Total" , "Without Children" , "With Children and Adults" , "With Only Children" , "Unknown Household Type"
"""Non-Hispanic/Non-Latin(a)(o)(x)""",943,613,308,13,9
"""Hispanic/Latin(a)(o)(x)""",90,35,53,2,0
"""Client Doesn't Know/Client Refused""",2,1,1,0,0
"""Data Not Collected""",6,2,1,0,3
"""Total""",1041,651,363,15,12
