data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),16,0.1,data_quality,2018-06-01,2018-06-30,Q6c
Income and Sources (4.2) at Start,49,0.13,data_quality,2018-06-01,2018-06-30,Q6c
Income and Sources (4.2) at Annual Assessment,48,0.55,data_quality,2018-06-01,2018-06-30,Q6c
Income and Sources (4.2) at Exit,15,0.14,data_quality,2018-06-01,2018-06-30,Q6c
