"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",417,269,148
"""31 to 60 days""",132,40,92
"""61 to 90 days""",61,5,56
"""91 to 180 days""",120,24,96
"""181 to 365 days""",79,9,70
"""366 to 730 Days (1-2 Yrs)""",60,0,60
"""731 to 1,095 Days (2-3 Yrs)""",30,0,30
"""1,096 to 1,460 Days (3-4 Yrs)""",19,0,19
"""1,461 to 1,825 Days (5-5 Yrs)""",3,0,3
"""More than 1,825 Days (>5 Yrs)""",34,0,34
"""Data Not Collected""",0,0,0
"""Total""",955,347,608
