count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,126,30,33,exit,2014-11-01,2014-11-30,Q13b2,without_children,63
None,126,30,33,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
None,126,30,33,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
1 Condition,25,0,3,exit,2014-11-01,2014-11-30,Q13b2,without_children,22
1 Condition,25,0,3,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
1 Condition,25,0,3,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
2 Conditions,8,0,0,exit,2014-11-01,2014-11-30,Q13b2,without_children,8
2 Conditions,8,0,0,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
2 Conditions,8,0,0,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
3+ Conditions,6,0,0,exit,2014-11-01,2014-11-30,Q13b2,without_children,6
3+ Conditions,6,0,0,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
3+ Conditions,6,0,0,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
Condition Unknown,6,0,0,exit,2014-11-01,2014-11-30,Q13b2,without_children,6
Condition Unknown,6,0,0,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
Condition Unknown,6,0,0,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2014-11-01,2014-11-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
Data Not Collected,2,0,1,exit,2014-11-01,2014-11-30,Q13b2,without_children,1
Data Not Collected,2,0,1,exit,2014-11-01,2014-11-30,Q13b2,with_only_children,0
Data Not Collected,2,0,1,exit,2014-11-01,2014-11-30,Q13b2,unknown_household_type,0
