data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),66,0.38,data_quality,2014-11-01,2014-11-30,Q6c
Income and Sources (4.2) at Start,68,0.17,data_quality,2014-11-01,2014-11-30,Q6c
Income and Sources (4.2) at Annual Assessment,85,0.96,data_quality,2014-11-01,2014-11-30,Q6c
Income and Sources (4.2) at Exit,21,0.15,data_quality,2014-11-01,2014-11-30,Q6c
