, "Total" , "Without Children" , "With Children and Adults" , "With Only Children" , "Unknown Household Type"
"""January""",920,482,412,13,13
"""April""",0,0,0,0,0
"""July""",0,0,0,0,0
"""October""",0,0,0,0,0
