count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,294,79,147,start,2018-08-01,2018-08-31,Q13a2,without_children,55
None,294,79,147,start,2018-08-01,2018-08-31,Q13a2,with_only_children,13
None,294,79,147,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,0
1 Condition,128,19,12,start,2018-08-01,2018-08-31,Q13a2,without_children,97
1 Condition,128,19,12,start,2018-08-01,2018-08-31,Q13a2,with_only_children,0
1 Condition,128,19,12,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,0
2 Conditions,67,11,3,start,2018-08-01,2018-08-31,Q13a2,without_children,52
2 Conditions,67,11,3,start,2018-08-01,2018-08-31,Q13a2,with_only_children,1
2 Conditions,67,11,3,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,0
3+ Conditions,40,4,0,start,2018-08-01,2018-08-31,Q13a2,without_children,36
3+ Conditions,40,4,0,start,2018-08-01,2018-08-31,Q13a2,with_only_children,0
3+ Conditions,40,4,0,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,0
Condition Unknown,2,1,0,start,2018-08-01,2018-08-31,Q13a2,without_children,1
Condition Unknown,2,1,0,start,2018-08-01,2018-08-31,Q13a2,with_only_children,0
Condition Unknown,2,1,0,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-08-01,2018-08-31,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-08-01,2018-08-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,0
Data Not Collected,13,1,6,start,2018-08-01,2018-08-31,Q13a2,without_children,4
Data Not Collected,13,1,6,start,2018-08-01,2018-08-31,Q13a2,with_only_children,1
Data Not Collected,13,1,6,start,2018-08-01,2018-08-31,Q13a2,unknown_household_type,1
