data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),43,0.2,data_quality,2020-04-01,2020-04-30,Q6c
Income and Sources (4.2) at Start,166,0.2,data_quality,2020-04-01,2020-04-30,Q6c
Income and Sources (4.2) at Annual Assessment,159,0.74,data_quality,2020-04-01,2020-04-30,Q6c
Income and Sources (4.2) at Exit,61,0.33,data_quality,2020-04-01,2020-04-30,Q6c
