"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",292,181,111
"""31 to 60 days""",93,18,75
"""61 to 90 days""",48,8,40
"""91 to 180 days""",93,7,86
"""181 to 365 days""",151,9,142
"""366 to 730 Days (1-2 Yrs)""",239,6,233
"""731 to 1,095 Days (2-3 Yrs)""",83,0,83
"""1,096 to 1,460 Days (3-4 Yrs)""",29,0,29
"""1,461 to 1,825 Days (5-5 Yrs)""",27,0,27
"""More than 1,825 Days (>5 Yrs)""",36,0,36
"""Data Not Collected""",0,0,0
"""Total""",1091,229,862
