count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,72,19,27,exit,2016-04-01,2016-04-30,Q13b2,without_children,26
None,72,19,27,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
None,72,19,27,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
1 Condition,21,1,2,exit,2016-04-01,2016-04-30,Q13b2,without_children,18
1 Condition,21,1,2,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
1 Condition,21,1,2,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
2 Conditions,17,1,0,exit,2016-04-01,2016-04-30,Q13b2,without_children,16
2 Conditions,17,1,0,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
2 Conditions,17,1,0,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
3+ Conditions,3,0,0,exit,2016-04-01,2016-04-30,Q13b2,without_children,3
3+ Conditions,3,0,0,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
3+ Conditions,3,0,0,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
Condition Unknown,0,0,0,exit,2016-04-01,2016-04-30,Q13b2,without_children,0
Condition Unknown,0,0,0,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
Condition Unknown,0,0,0,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2016-04-01,2016-04-30,Q13b2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
Data Not Collected,1,1,0,exit,2016-04-01,2016-04-30,Q13b2,without_children,0
Data Not Collected,1,1,0,exit,2016-04-01,2016-04-30,Q13b2,with_only_children,0
Data Not Collected,1,1,0,exit,2016-04-01,2016-04-30,Q13b2,unknown_household_type,0
