pit_month,total,population,start_date,end_date,question,household_type,count
January,0,all_households,2014-11-01,2014-11-30,Q8b,without_children,0
January,0,all_households,2014-11-01,2014-11-30,Q8b,with_children_and_adults,0
January,0,all_households,2014-11-01,2014-11-30,Q8b,with_only_children,0
January,0,all_households,2014-11-01,2014-11-30,Q8b,unknown_household_type,0
April,0,all_households,2014-11-01,2014-11-30,Q8b,without_children,0
April,0,all_households,2014-11-01,2014-11-30,Q8b,with_children_and_adults,0
April,0,all_households,2014-11-01,2014-11-30,Q8b,with_only_children,0
April,0,all_households,2014-11-01,2014-11-30,Q8b,unknown_household_type,0
July,0,all_households,2014-11-01,2014-11-30,Q8b,without_children,0
July,0,all_households,2014-11-01,2014-11-30,Q8b,with_children_and_adults,0
July,0,all_households,2014-11-01,2014-11-30,Q8b,with_only_children,0
July,0,all_households,2014-11-01,2014-11-30,Q8b,unknown_household_type,0
October,0,all_households,2014-11-01,2014-11-30,Q8b,without_children,0
October,0,all_households,2014-11-01,2014-11-30,Q8b,with_children_and_adults,0
October,0,all_households,2014-11-01,2014-11-30,Q8b,with_only_children,0
October,0,all_households,2014-11-01,2014-11-30,Q8b,unknown_household_type,0
January,0,all_households,2014-12-01,2014-12-31,Q8b,without_children,0
January,0,all_households,2014-12-01,2014-12-31,Q8b,with_children_and_adults,0
January,0,all_households,2014-12-01,2014-12-31,Q8b,with_only_children,0
January,0,all_households,2014-12-01,2014-12-31,Q8b,unknown_household_type,0
April,0,all_households,2014-12-01,2014-12-31,Q8b,without_children,0
April,0,all_households,2014-12-01,2014-12-31,Q8b,with_children_and_adults,0
April,0,all_households,2014-12-01,2014-12-31,Q8b,with_only_children,0
April,0,all_households,2014-12-01,2014-12-31,Q8b,unknown_household_type,0
July,0,all_households,2014-12-01,2014-12-31,Q8b,without_children,0
July,0,all_households,2014-12-01,2014-12-31,Q8b,with_children_and_adults,0
July,0,all_households,2014-12-01,2014-12-31,Q8b,with_only_children,0
July,0,all_households,2014-12-01,2014-12-31,Q8b,unknown_household_type,0
October,0,all_households,2014-12-01,2014-12-31,Q8b,without_children,0
October,0,all_households,2014-12-01,2014-12-31,Q8b,with_children_and_adults,0
October,0,all_households,2014-12-01,2014-12-31,Q8b,with_only_children,0
October,0,all_households,2014-12-01,2014-12-31,Q8b,unknown_household_type,0
January,233,all_households,2015-01-01,2015-01-31,Q8b,without_children,188
January,233,all_households,2015-01-01,2015-01-31,Q8b,with_children_and_adults,45
January,233,all_households,2015-01-01,2015-01-31,Q8b,with_only_children,0
January,233,all_households,2015-01-01,2015-01-31,Q8b,unknown_household_type,0
April,0,all_households,2015-01-01,2015-01-31,Q8b,without_children,0
April,0,all_households,2015-01-01,2015-01-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-01-01,2015-01-31,Q8b,with_only_children,0
April,0,all_households,2015-01-01,2015-01-31,Q8b,unknown_household_type,0
July,0,all_households,2015-01-01,2015-01-31,Q8b,without_children,0
July,0,all_households,2015-01-01,2015-01-31,Q8b,with_children_and_adults,0
July,0,all_households,2015-01-01,2015-01-31,Q8b,with_only_children,0
July,0,all_households,2015-01-01,2015-01-31,Q8b,unknown_household_type,0
October,0,all_households,2015-01-01,2015-01-31,Q8b,without_children,0
October,0,all_households,2015-01-01,2015-01-31,Q8b,with_children_and_adults,0
October,0,all_households,2015-01-01,2015-01-31,Q8b,with_only_children,0
October,0,all_households,2015-01-01,2015-01-31,Q8b,unknown_household_type,0
January,0,all_households,2015-02-01,2015-02-28,Q8b,without_children,0
January,0,all_households,2015-02-01,2015-02-28,Q8b,with_children_and_adults,0
January,0,all_households,2015-02-01,2015-02-28,Q8b,with_only_children,0
January,0,all_households,2015-02-01,2015-02-28,Q8b,unknown_household_type,0
April,0,all_households,2015-02-01,2015-02-28,Q8b,without_children,0
April,0,all_households,2015-02-01,2015-02-28,Q8b,with_children_and_adults,0
April,0,all_households,2015-02-01,2015-02-28,Q8b,with_only_children,0
April,0,all_households,2015-02-01,2015-02-28,Q8b,unknown_household_type,0
July,0,all_households,2015-02-01,2015-02-28,Q8b,without_children,0
July,0,all_households,2015-02-01,2015-02-28,Q8b,with_children_and_adults,0
July,0,all_households,2015-02-01,2015-02-28,Q8b,with_only_children,0
July,0,all_households,2015-02-01,2015-02-28,Q8b,unknown_household_type,0
October,0,all_households,2015-02-01,2015-02-28,Q8b,without_children,0
October,0,all_households,2015-02-01,2015-02-28,Q8b,with_children_and_adults,0
October,0,all_households,2015-02-01,2015-02-28,Q8b,with_only_children,0
October,0,all_households,2015-02-01,2015-02-28,Q8b,unknown_household_type,0
January,0,all_households,2015-03-01,2015-03-31,Q8b,without_children,0
January,0,all_households,2015-03-01,2015-03-31,Q8b,with_children_and_adults,0
January,0,all_households,2015-03-01,2015-03-31,Q8b,with_only_children,0
January,0,all_households,2015-03-01,2015-03-31,Q8b,unknown_household_type,0
April,0,all_households,2015-03-01,2015-03-31,Q8b,without_children,0
April,0,all_households,2015-03-01,2015-03-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-03-01,2015-03-31,Q8b,with_only_children,0
April,0,all_households,2015-03-01,2015-03-31,Q8b,unknown_household_type,0
July,0,all_households,2015-03-01,2015-03-31,Q8b,without_children,0
July,0,all_households,2015-03-01,2015-03-31,Q8b,with_children_and_adults,0
July,0,all_households,2015-03-01,2015-03-31,Q8b,with_only_children,0
July,0,all_households,2015-03-01,2015-03-31,Q8b,unknown_household_type,0
October,0,all_households,2015-03-01,2015-03-31,Q8b,without_children,0
October,0,all_households,2015-03-01,2015-03-31,Q8b,with_children_and_adults,0
October,0,all_households,2015-03-01,2015-03-31,Q8b,with_only_children,0
October,0,all_households,2015-03-01,2015-03-31,Q8b,unknown_household_type,0
January,0,all_households,2015-04-01,2015-04-30,Q8b,without_children,0
January,0,all_households,2015-04-01,2015-04-30,Q8b,with_children_and_adults,0
January,0,all_households,2015-04-01,2015-04-30,Q8b,with_only_children,0
January,0,all_households,2015-04-01,2015-04-30,Q8b,unknown_household_type,0
April,221,all_households,2015-04-01,2015-04-30,Q8b,without_children,192
April,221,all_households,2015-04-01,2015-04-30,Q8b,with_children_and_adults,29
April,221,all_households,2015-04-01,2015-04-30,Q8b,with_only_children,0
April,221,all_households,2015-04-01,2015-04-30,Q8b,unknown_household_type,0
July,0,all_households,2015-04-01,2015-04-30,Q8b,without_children,0
July,0,all_households,2015-04-01,2015-04-30,Q8b,with_children_and_adults,0
July,0,all_households,2015-04-01,2015-04-30,Q8b,with_only_children,0
July,0,all_households,2015-04-01,2015-04-30,Q8b,unknown_household_type,0
October,0,all_households,2015-04-01,2015-04-30,Q8b,without_children,0
October,0,all_households,2015-04-01,2015-04-30,Q8b,with_children_and_adults,0
October,0,all_households,2015-04-01,2015-04-30,Q8b,with_only_children,0
October,0,all_households,2015-04-01,2015-04-30,Q8b,unknown_household_type,0
January,0,all_households,2015-05-01,2015-05-31,Q8b,without_children,0
January,0,all_households,2015-05-01,2015-05-31,Q8b,with_children_and_adults,0
January,0,all_households,2015-05-01,2015-05-31,Q8b,with_only_children,0
January,0,all_households,2015-05-01,2015-05-31,Q8b,unknown_household_type,0
April,0,all_households,2015-05-01,2015-05-31,Q8b,without_children,0
April,0,all_households,2015-05-01,2015-05-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-05-01,2015-05-31,Q8b,with_only_children,0
April,0,all_households,2015-05-01,2015-05-31,Q8b,unknown_household_type,0
July,0,all_households,2015-05-01,2015-05-31,Q8b,without_children,0
July,0,all_households,2015-05-01,2015-05-31,Q8b,with_children_and_adults,0
July,0,all_households,2015-05-01,2015-05-31,Q8b,with_only_children,0
July,0,all_households,2015-05-01,2015-05-31,Q8b,unknown_household_type,0
October,0,all_households,2015-05-01,2015-05-31,Q8b,without_children,0
October,0,all_households,2015-05-01,2015-05-31,Q8b,with_children_and_adults,0
October,0,all_households,2015-05-01,2015-05-31,Q8b,with_only_children,0
October,0,all_households,2015-05-01,2015-05-31,Q8b,unknown_household_type,0
January,0,all_households,2015-06-01,2015-06-30,Q8b,without_children,0
January,0,all_households,2015-06-01,2015-06-30,Q8b,with_children_and_adults,0
January,0,all_households,2015-06-01,2015-06-30,Q8b,with_only_children,0
January,0,all_households,2015-06-01,2015-06-30,Q8b,unknown_household_type,0
April,0,all_households,2015-06-01,2015-06-30,Q8b,without_children,0
April,0,all_households,2015-06-01,2015-06-30,Q8b,with_children_and_adults,0
April,0,all_households,2015-06-01,2015-06-30,Q8b,with_only_children,0
April,0,all_households,2015-06-01,2015-06-30,Q8b,unknown_household_type,0
July,0,all_households,2015-06-01,2015-06-30,Q8b,without_children,0
July,0,all_households,2015-06-01,2015-06-30,Q8b,with_children_and_adults,0
July,0,all_households,2015-06-01,2015-06-30,Q8b,with_only_children,0
July,0,all_households,2015-06-01,2015-06-30,Q8b,unknown_household_type,0
October,0,all_households,2015-06-01,2015-06-30,Q8b,without_children,0
October,0,all_households,2015-06-01,2015-06-30,Q8b,with_children_and_adults,0
October,0,all_households,2015-06-01,2015-06-30,Q8b,with_only_children,0
October,0,all_households,2015-06-01,2015-06-30,Q8b,unknown_household_type,0
January,0,all_households,2015-07-01,2015-07-31,Q8b,without_children,0
January,0,all_households,2015-07-01,2015-07-31,Q8b,with_children_and_adults,0
January,0,all_households,2015-07-01,2015-07-31,Q8b,with_only_children,0
January,0,all_households,2015-07-01,2015-07-31,Q8b,unknown_household_type,0
April,0,all_households,2015-07-01,2015-07-31,Q8b,without_children,0
April,0,all_households,2015-07-01,2015-07-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-07-01,2015-07-31,Q8b,with_only_children,0
April,0,all_households,2015-07-01,2015-07-31,Q8b,unknown_household_type,0
July,238,all_households,2015-07-01,2015-07-31,Q8b,without_children,184
July,238,all_households,2015-07-01,2015-07-31,Q8b,with_children_and_adults,54
July,238,all_households,2015-07-01,2015-07-31,Q8b,with_only_children,0
July,238,all_households,2015-07-01,2015-07-31,Q8b,unknown_household_type,0
October,0,all_households,2015-07-01,2015-07-31,Q8b,without_children,0
October,0,all_households,2015-07-01,2015-07-31,Q8b,with_children_and_adults,0
October,0,all_households,2015-07-01,2015-07-31,Q8b,with_only_children,0
October,0,all_households,2015-07-01,2015-07-31,Q8b,unknown_household_type,0
January,0,all_households,2015-08-01,2015-08-31,Q8b,without_children,0
January,0,all_households,2015-08-01,2015-08-31,Q8b,with_children_and_adults,0
January,0,all_households,2015-08-01,2015-08-31,Q8b,with_only_children,0
January,0,all_households,2015-08-01,2015-08-31,Q8b,unknown_household_type,0
April,0,all_households,2015-08-01,2015-08-31,Q8b,without_children,0
April,0,all_households,2015-08-01,2015-08-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-08-01,2015-08-31,Q8b,with_only_children,0
April,0,all_households,2015-08-01,2015-08-31,Q8b,unknown_household_type,0
July,0,all_households,2015-08-01,2015-08-31,Q8b,without_children,0
July,0,all_households,2015-08-01,2015-08-31,Q8b,with_children_and_adults,0
July,0,all_households,2015-08-01,2015-08-31,Q8b,with_only_children,0
July,0,all_households,2015-08-01,2015-08-31,Q8b,unknown_household_type,0
October,0,all_households,2015-08-01,2015-08-31,Q8b,without_children,0
October,0,all_households,2015-08-01,2015-08-31,Q8b,with_children_and_adults,0
October,0,all_households,2015-08-01,2015-08-31,Q8b,with_only_children,0
October,0,all_households,2015-08-01,2015-08-31,Q8b,unknown_household_type,0
January,0,all_households,2015-09-01,2015-09-30,Q8b,without_children,0
January,0,all_households,2015-09-01,2015-09-30,Q8b,with_children_and_adults,0
January,0,all_households,2015-09-01,2015-09-30,Q8b,with_only_children,0
January,0,all_households,2015-09-01,2015-09-30,Q8b,unknown_household_type,0
April,0,all_households,2015-09-01,2015-09-30,Q8b,without_children,0
April,0,all_households,2015-09-01,2015-09-30,Q8b,with_children_and_adults,0
April,0,all_households,2015-09-01,2015-09-30,Q8b,with_only_children,0
April,0,all_households,2015-09-01,2015-09-30,Q8b,unknown_household_type,0
July,0,all_households,2015-09-01,2015-09-30,Q8b,without_children,0
July,0,all_households,2015-09-01,2015-09-30,Q8b,with_children_and_adults,0
July,0,all_households,2015-09-01,2015-09-30,Q8b,with_only_children,0
July,0,all_households,2015-09-01,2015-09-30,Q8b,unknown_household_type,0
October,0,all_households,2015-09-01,2015-09-30,Q8b,without_children,0
October,0,all_households,2015-09-01,2015-09-30,Q8b,with_children_and_adults,0
October,0,all_households,2015-09-01,2015-09-30,Q8b,with_only_children,0
October,0,all_households,2015-09-01,2015-09-30,Q8b,unknown_household_type,0
January,0,all_households,2015-10-01,2015-10-31,Q8b,without_children,0
January,0,all_households,2015-10-01,2015-10-31,Q8b,with_children_and_adults,0
January,0,all_households,2015-10-01,2015-10-31,Q8b,with_only_children,0
January,0,all_households,2015-10-01,2015-10-31,Q8b,unknown_household_type,0
April,0,all_households,2015-10-01,2015-10-31,Q8b,without_children,0
April,0,all_households,2015-10-01,2015-10-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-10-01,2015-10-31,Q8b,with_only_children,0
April,0,all_households,2015-10-01,2015-10-31,Q8b,unknown_household_type,0
July,0,all_households,2015-10-01,2015-10-31,Q8b,without_children,0
July,0,all_households,2015-10-01,2015-10-31,Q8b,with_children_and_adults,0
July,0,all_households,2015-10-01,2015-10-31,Q8b,with_only_children,0
July,0,all_households,2015-10-01,2015-10-31,Q8b,unknown_household_type,0
October,254,all_households,2015-10-01,2015-10-31,Q8b,without_children,188
October,254,all_households,2015-10-01,2015-10-31,Q8b,with_children_and_adults,66
October,254,all_households,2015-10-01,2015-10-31,Q8b,with_only_children,0
October,254,all_households,2015-10-01,2015-10-31,Q8b,unknown_household_type,0
January,0,all_households,2015-11-01,2015-11-30,Q8b,without_children,0
January,0,all_households,2015-11-01,2015-11-30,Q8b,with_children_and_adults,0
January,0,all_households,2015-11-01,2015-11-30,Q8b,with_only_children,0
January,0,all_households,2015-11-01,2015-11-30,Q8b,unknown_household_type,0
April,0,all_households,2015-11-01,2015-11-30,Q8b,without_children,0
April,0,all_households,2015-11-01,2015-11-30,Q8b,with_children_and_adults,0
April,0,all_households,2015-11-01,2015-11-30,Q8b,with_only_children,0
April,0,all_households,2015-11-01,2015-11-30,Q8b,unknown_household_type,0
July,0,all_households,2015-11-01,2015-11-30,Q8b,without_children,0
July,0,all_households,2015-11-01,2015-11-30,Q8b,with_children_and_adults,0
July,0,all_households,2015-11-01,2015-11-30,Q8b,with_only_children,0
July,0,all_households,2015-11-01,2015-11-30,Q8b,unknown_household_type,0
October,0,all_households,2015-11-01,2015-11-30,Q8b,without_children,0
October,0,all_households,2015-11-01,2015-11-30,Q8b,with_children_and_adults,0
October,0,all_households,2015-11-01,2015-11-30,Q8b,with_only_children,0
October,0,all_households,2015-11-01,2015-11-30,Q8b,unknown_household_type,0
January,0,all_households,2015-12-01,2015-12-31,Q8b,without_children,0
January,0,all_households,2015-12-01,2015-12-31,Q8b,with_children_and_adults,0
January,0,all_households,2015-12-01,2015-12-31,Q8b,with_only_children,0
January,0,all_households,2015-12-01,2015-12-31,Q8b,unknown_household_type,0
April,0,all_households,2015-12-01,2015-12-31,Q8b,without_children,0
April,0,all_households,2015-12-01,2015-12-31,Q8b,with_children_and_adults,0
April,0,all_households,2015-12-01,2015-12-31,Q8b,with_only_children,0
April,0,all_households,2015-12-01,2015-12-31,Q8b,unknown_household_type,0
July,0,all_households,2015-12-01,2015-12-31,Q8b,without_children,0
July,0,all_households,2015-12-01,2015-12-31,Q8b,with_children_and_adults,0
July,0,all_households,2015-12-01,2015-12-31,Q8b,with_only_children,0
July,0,all_households,2015-12-01,2015-12-31,Q8b,unknown_household_type,0
October,0,all_households,2015-12-01,2015-12-31,Q8b,without_children,0
October,0,all_households,2015-12-01,2015-12-31,Q8b,with_children_and_adults,0
October,0,all_households,2015-12-01,2015-12-31,Q8b,with_only_children,0
October,0,all_households,2015-12-01,2015-12-31,Q8b,unknown_household_type,0
January,282,all_households,2016-01-01,2016-01-31,Q8b,without_children,229
January,282,all_households,2016-01-01,2016-01-31,Q8b,with_children_and_adults,53
January,282,all_households,2016-01-01,2016-01-31,Q8b,with_only_children,0
January,282,all_households,2016-01-01,2016-01-31,Q8b,unknown_household_type,0
April,0,all_households,2016-01-01,2016-01-31,Q8b,without_children,0
April,0,all_households,2016-01-01,2016-01-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-01-01,2016-01-31,Q8b,with_only_children,0
April,0,all_households,2016-01-01,2016-01-31,Q8b,unknown_household_type,0
July,0,all_households,2016-01-01,2016-01-31,Q8b,without_children,0
July,0,all_households,2016-01-01,2016-01-31,Q8b,with_children_and_adults,0
July,0,all_households,2016-01-01,2016-01-31,Q8b,with_only_children,0
July,0,all_households,2016-01-01,2016-01-31,Q8b,unknown_household_type,0
October,0,all_households,2016-01-01,2016-01-31,Q8b,without_children,0
October,0,all_households,2016-01-01,2016-01-31,Q8b,with_children_and_adults,0
October,0,all_households,2016-01-01,2016-01-31,Q8b,with_only_children,0
October,0,all_households,2016-01-01,2016-01-31,Q8b,unknown_household_type,0
January,0,all_households,2016-02-01,2016-02-29,Q8b,without_children,0
January,0,all_households,2016-02-01,2016-02-29,Q8b,with_children_and_adults,0
January,0,all_households,2016-02-01,2016-02-29,Q8b,with_only_children,0
January,0,all_households,2016-02-01,2016-02-29,Q8b,unknown_household_type,0
April,0,all_households,2016-02-01,2016-02-29,Q8b,without_children,0
April,0,all_households,2016-02-01,2016-02-29,Q8b,with_children_and_adults,0
April,0,all_households,2016-02-01,2016-02-29,Q8b,with_only_children,0
April,0,all_households,2016-02-01,2016-02-29,Q8b,unknown_household_type,0
July,0,all_households,2016-02-01,2016-02-29,Q8b,without_children,0
July,0,all_households,2016-02-01,2016-02-29,Q8b,with_children_and_adults,0
July,0,all_households,2016-02-01,2016-02-29,Q8b,with_only_children,0
July,0,all_households,2016-02-01,2016-02-29,Q8b,unknown_household_type,0
October,0,all_households,2016-02-01,2016-02-29,Q8b,without_children,0
October,0,all_households,2016-02-01,2016-02-29,Q8b,with_children_and_adults,0
October,0,all_households,2016-02-01,2016-02-29,Q8b,with_only_children,0
October,0,all_households,2016-02-01,2016-02-29,Q8b,unknown_household_type,0
January,0,all_households,2016-03-01,2016-03-31,Q8b,without_children,0
January,0,all_households,2016-03-01,2016-03-31,Q8b,with_children_and_adults,0
January,0,all_households,2016-03-01,2016-03-31,Q8b,with_only_children,0
January,0,all_households,2016-03-01,2016-03-31,Q8b,unknown_household_type,0
April,0,all_households,2016-03-01,2016-03-31,Q8b,without_children,0
April,0,all_households,2016-03-01,2016-03-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-03-01,2016-03-31,Q8b,with_only_children,0
April,0,all_households,2016-03-01,2016-03-31,Q8b,unknown_household_type,0
July,0,all_households,2016-03-01,2016-03-31,Q8b,without_children,0
July,0,all_households,2016-03-01,2016-03-31,Q8b,with_children_and_adults,0
July,0,all_households,2016-03-01,2016-03-31,Q8b,with_only_children,0
July,0,all_households,2016-03-01,2016-03-31,Q8b,unknown_household_type,0
October,0,all_households,2016-03-01,2016-03-31,Q8b,without_children,0
October,0,all_households,2016-03-01,2016-03-31,Q8b,with_children_and_adults,0
October,0,all_households,2016-03-01,2016-03-31,Q8b,with_only_children,0
October,0,all_households,2016-03-01,2016-03-31,Q8b,unknown_household_type,0
January,0,all_households,2016-04-01,2016-04-30,Q8b,without_children,0
January,0,all_households,2016-04-01,2016-04-30,Q8b,with_children_and_adults,0
January,0,all_households,2016-04-01,2016-04-30,Q8b,with_only_children,0
January,0,all_households,2016-04-01,2016-04-30,Q8b,unknown_household_type,0
April,256,all_households,2016-04-01,2016-04-30,Q8b,without_children,207
April,256,all_households,2016-04-01,2016-04-30,Q8b,with_children_and_adults,49
April,256,all_households,2016-04-01,2016-04-30,Q8b,with_only_children,0
April,256,all_households,2016-04-01,2016-04-30,Q8b,unknown_household_type,0
July,0,all_households,2016-04-01,2016-04-30,Q8b,without_children,0
July,0,all_households,2016-04-01,2016-04-30,Q8b,with_children_and_adults,0
July,0,all_households,2016-04-01,2016-04-30,Q8b,with_only_children,0
July,0,all_households,2016-04-01,2016-04-30,Q8b,unknown_household_type,0
October,0,all_households,2016-04-01,2016-04-30,Q8b,without_children,0
October,0,all_households,2016-04-01,2016-04-30,Q8b,with_children_and_adults,0
October,0,all_households,2016-04-01,2016-04-30,Q8b,with_only_children,0
October,0,all_households,2016-04-01,2016-04-30,Q8b,unknown_household_type,0
January,0,all_households,2016-05-01,2016-05-31,Q8b,without_children,0
January,0,all_households,2016-05-01,2016-05-31,Q8b,with_children_and_adults,0
January,0,all_households,2016-05-01,2016-05-31,Q8b,with_only_children,0
January,0,all_households,2016-05-01,2016-05-31,Q8b,unknown_household_type,0
April,0,all_households,2016-05-01,2016-05-31,Q8b,without_children,0
April,0,all_households,2016-05-01,2016-05-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-05-01,2016-05-31,Q8b,with_only_children,0
April,0,all_households,2016-05-01,2016-05-31,Q8b,unknown_household_type,0
July,0,all_households,2016-05-01,2016-05-31,Q8b,without_children,0
July,0,all_households,2016-05-01,2016-05-31,Q8b,with_children_and_adults,0
July,0,all_households,2016-05-01,2016-05-31,Q8b,with_only_children,0
July,0,all_households,2016-05-01,2016-05-31,Q8b,unknown_household_type,0
October,0,all_households,2016-05-01,2016-05-31,Q8b,without_children,0
October,0,all_households,2016-05-01,2016-05-31,Q8b,with_children_and_adults,0
October,0,all_households,2016-05-01,2016-05-31,Q8b,with_only_children,0
October,0,all_households,2016-05-01,2016-05-31,Q8b,unknown_household_type,0
January,0,all_households,2016-06-01,2016-06-30,Q8b,without_children,0
January,0,all_households,2016-06-01,2016-06-30,Q8b,with_children_and_adults,0
January,0,all_households,2016-06-01,2016-06-30,Q8b,with_only_children,0
January,0,all_households,2016-06-01,2016-06-30,Q8b,unknown_household_type,0
April,0,all_households,2016-06-01,2016-06-30,Q8b,without_children,0
April,0,all_households,2016-06-01,2016-06-30,Q8b,with_children_and_adults,0
April,0,all_households,2016-06-01,2016-06-30,Q8b,with_only_children,0
April,0,all_households,2016-06-01,2016-06-30,Q8b,unknown_household_type,0
July,0,all_households,2016-06-01,2016-06-30,Q8b,without_children,0
July,0,all_households,2016-06-01,2016-06-30,Q8b,with_children_and_adults,0
July,0,all_households,2016-06-01,2016-06-30,Q8b,with_only_children,0
July,0,all_households,2016-06-01,2016-06-30,Q8b,unknown_household_type,0
October,0,all_households,2016-06-01,2016-06-30,Q8b,without_children,0
October,0,all_households,2016-06-01,2016-06-30,Q8b,with_children_and_adults,0
October,0,all_households,2016-06-01,2016-06-30,Q8b,with_only_children,0
October,0,all_households,2016-06-01,2016-06-30,Q8b,unknown_household_type,0
January,0,all_households,2016-07-01,2016-07-31,Q8b,without_children,0
January,0,all_households,2016-07-01,2016-07-31,Q8b,with_children_and_adults,0
January,0,all_households,2016-07-01,2016-07-31,Q8b,with_only_children,0
January,0,all_households,2016-07-01,2016-07-31,Q8b,unknown_household_type,0
April,0,all_households,2016-07-01,2016-07-31,Q8b,without_children,0
April,0,all_households,2016-07-01,2016-07-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-07-01,2016-07-31,Q8b,with_only_children,0
April,0,all_households,2016-07-01,2016-07-31,Q8b,unknown_household_type,0
July,261,all_households,2016-07-01,2016-07-31,Q8b,without_children,205
July,261,all_households,2016-07-01,2016-07-31,Q8b,with_children_and_adults,56
July,261,all_households,2016-07-01,2016-07-31,Q8b,with_only_children,0
July,261,all_households,2016-07-01,2016-07-31,Q8b,unknown_household_type,0
October,0,all_households,2016-07-01,2016-07-31,Q8b,without_children,0
October,0,all_households,2016-07-01,2016-07-31,Q8b,with_children_and_adults,0
October,0,all_households,2016-07-01,2016-07-31,Q8b,with_only_children,0
October,0,all_households,2016-07-01,2016-07-31,Q8b,unknown_household_type,0
January,0,all_households,2016-08-01,2016-08-31,Q8b,without_children,0
January,0,all_households,2016-08-01,2016-08-31,Q8b,with_children_and_adults,0
January,0,all_households,2016-08-01,2016-08-31,Q8b,with_only_children,0
January,0,all_households,2016-08-01,2016-08-31,Q8b,unknown_household_type,0
April,0,all_households,2016-08-01,2016-08-31,Q8b,without_children,0
April,0,all_households,2016-08-01,2016-08-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-08-01,2016-08-31,Q8b,with_only_children,0
April,0,all_households,2016-08-01,2016-08-31,Q8b,unknown_household_type,0
July,0,all_households,2016-08-01,2016-08-31,Q8b,without_children,0
July,0,all_households,2016-08-01,2016-08-31,Q8b,with_children_and_adults,0
July,0,all_households,2016-08-01,2016-08-31,Q8b,with_only_children,0
July,0,all_households,2016-08-01,2016-08-31,Q8b,unknown_household_type,0
October,0,all_households,2016-08-01,2016-08-31,Q8b,without_children,0
October,0,all_households,2016-08-01,2016-08-31,Q8b,with_children_and_adults,0
October,0,all_households,2016-08-01,2016-08-31,Q8b,with_only_children,0
October,0,all_households,2016-08-01,2016-08-31,Q8b,unknown_household_type,0
January,0,all_households,2016-09-01,2016-09-30,Q8b,without_children,0
January,0,all_households,2016-09-01,2016-09-30,Q8b,with_children_and_adults,0
January,0,all_households,2016-09-01,2016-09-30,Q8b,with_only_children,0
January,0,all_households,2016-09-01,2016-09-30,Q8b,unknown_household_type,0
April,0,all_households,2016-09-01,2016-09-30,Q8b,without_children,0
April,0,all_households,2016-09-01,2016-09-30,Q8b,with_children_and_adults,0
April,0,all_households,2016-09-01,2016-09-30,Q8b,with_only_children,0
April,0,all_households,2016-09-01,2016-09-30,Q8b,unknown_household_type,0
July,0,all_households,2016-09-01,2016-09-30,Q8b,without_children,0
July,0,all_households,2016-09-01,2016-09-30,Q8b,with_children_and_adults,0
July,0,all_households,2016-09-01,2016-09-30,Q8b,with_only_children,0
July,0,all_households,2016-09-01,2016-09-30,Q8b,unknown_household_type,0
October,0,all_households,2016-09-01,2016-09-30,Q8b,without_children,0
October,0,all_households,2016-09-01,2016-09-30,Q8b,with_children_and_adults,0
October,0,all_households,2016-09-01,2016-09-30,Q8b,with_only_children,0
October,0,all_households,2016-09-01,2016-09-30,Q8b,unknown_household_type,0
January,0,all_households,2016-10-01,2016-10-31,Q8b,without_children,0
January,0,all_households,2016-10-01,2016-10-31,Q8b,with_children_and_adults,0
January,0,all_households,2016-10-01,2016-10-31,Q8b,with_only_children,0
January,0,all_households,2016-10-01,2016-10-31,Q8b,unknown_household_type,0
April,0,all_households,2016-10-01,2016-10-31,Q8b,without_children,0
April,0,all_households,2016-10-01,2016-10-31,Q8b,with_children_and_adults,0
April,0,all_households,2016-10-01,2016-10-31,Q8b,with_only_children,0
April,0,all_households,2016-10-01,2016-10-31,Q8b,unknown_household_type,0
July,0,all_households,2016-10-01,2016-10-31,Q8b,without_children,0
July,0,all_households,2016-10-01,2016-10-31,Q8b,with_children_and_adults,0
July,0,all_households,2016-10-01,2016-10-31,Q8b,with_only_children,0
July,0,all_households,2016-10-01,2016-10-31,Q8b,unknown_household_type,0
October,296,all_households,2016-10-01,2016-10-31,Q8b,without_children,225
October,296,all_households,2016-10-01,2016-10-31,Q8b,with_children_and_adults,71
October,296,all_households,2016-10-01,2016-10-31,Q8b,with_only_children,0
October,296,all_households,2016-10-01,2016-10-31,Q8b,unknown_household_type,0
January,0,all_households,2016-11-01,2016-11-30,Q8b,without_children,0
January,0,all_households,2016-11-01,2016-11-30,Q8b,with_children_and_adults,0
January,0,all_households,2016-11-01,2016-11-30,Q8b,with_only_children,0
January,0,all_households,2016-11-01,2016-11-30,Q8b,unknown_household_type,0
April,0,all_households,2016-11-01,2016-11-30,Q8b,without_children,0
April,0,all_households,2016-11-01,2016-11-30,Q8b,with_children_and_adults,0
