count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,666,143,227,start,2021-08-01,2021-08-31,Q13a2,without_children,274
None,666,143,227,start,2021-08-01,2021-08-31,Q13a2,with_only_children,13
None,666,143,227,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,9
1 Condition,275,25,6,start,2021-08-01,2021-08-31,Q13a2,without_children,243
1 Condition,275,25,6,start,2021-08-01,2021-08-31,Q13a2,with_only_children,0
1 Condition,275,25,6,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,1
2 Conditions,126,4,1,start,2021-08-01,2021-08-31,Q13a2,without_children,121
2 Conditions,126,4,1,start,2021-08-01,2021-08-31,Q13a2,with_only_children,0
2 Conditions,126,4,1,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,0
3+ Conditions,112,2,0,start,2021-08-01,2021-08-31,Q13a2,without_children,110
3+ Conditions,112,2,0,start,2021-08-01,2021-08-31,Q13a2,with_only_children,0
3+ Conditions,112,2,0,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,0
Condition Unknown,94,10,5,start,2021-08-01,2021-08-31,Q13a2,without_children,79
Condition Unknown,94,10,5,start,2021-08-01,2021-08-31,Q13a2,with_only_children,0
Condition Unknown,94,10,5,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,2,0,0,start,2021-08-01,2021-08-31,Q13a2,without_children,2
Client Doesn't Know/Client Refused,2,0,0,start,2021-08-01,2021-08-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,2,0,0,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,0
Data Not Collected,81,9,43,start,2021-08-01,2021-08-31,Q13a2,without_children,20
Data Not Collected,81,9,43,start,2021-08-01,2021-08-31,Q13a2,with_only_children,6
Data Not Collected,81,9,43,start,2021-08-01,2021-08-31,Q13a2,unknown_household_type,3
